Marca,Submarca,Version,Modelo,Transmision,Combustible,Cilindros,Potencia,Tamaño,Categoria,Rend_Ciudad,Ren_Carretera,Rend_Comb,Rend_Ajustado,CO2,Nox,Calificacion_Gas,Calificacion_ContamAire
PORSCHE,911,TURBO S 2PTAS 3.8L 6CIL 560HP PDK INTEGRAL,2017,PDK,Gasolina,6,560,3.8,AUTOS DEPORTIVOS,9.2,14,10.88,8.16,286,24,4,7
PORSCHE,911,2PTS 3.8L 6CIL 520HP PDK INTEGRAL BITURBO,2016,PDK,Gasolina,6,520,3.8,AUTOS DEPORTIVOS,9.2,14.01,10.88,8.16,286,24,4,7
PORSCHE,911,S 2PTS 3.8L 6CIL 560HP PDK INTEGRAL BITURBO,2016,PDK,Gasolina,6,560,3.8,AUTOS DEPORTIVOS,9.2,14.01,10.88,8.16,286,24,4,7
PORSCHE,911,CABRIOLET 2PTAS 3.0L 6 CIL 370HP MAN,2016,MAN,Gasolina,6,370,3,AUTOS DEPORTIVOS,9.2,16.3,11.44,8.58,272,14,4,8
PORSCHE,911,CABRIOLET 2PTAS 3.0L 6CIL 370HP MAN TRACCION INTEGRAL,2016,MAN,Gasolina,6,370,3,AUTOS DEPORTIVOS,9.2,16.3,11.44,8.58,272,14,4,8
PORSCHE,911,CARRERA COUPE 2PTAS 3.0L 6CIL 370HP MAN,2016,MAN,Gasolina,6,370,3,AUTOS DEPORTIVOS,9.2,16.3,11.44,8.58,272,14,4,8
PORSCHE,911,CARRERA 4 CABRIOLET 2PTAS 3.0L 6CIL 370HP MAN TRACCION INTEGRAL TURBO,2016,MAN,Gasolina,6,370,3,AUTOS DEPORTIVOS,9.2,16.3,11.44,8.58,272,14,4,8
PORSCHE,911,TURBO S 2PTAS 3.8L 6CIL 560HP PDK INTEGRAL,2016,PDK,Gasolina,6,560,3.8,AUTOS DEPORTIVOS,9.2,14,10.88,8.16,286,24,4,7
AUDI,A5,SPORTBACK 4X4 5PTS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO,2012,S TRONIC,Gasolina,6,272,3,AUTOS DEPORTIVOS,9.17,14.92,12.46,9.34,250,17,5,?
ALFA ROMEO,GIULIETTA,HATCHBACK 5PTS 1.8L 4CIL 235HP MAN TURBO,2012,MAN,Gasolina,4,235,1.8,AUTOS DEPORTIVOS,9.17,16.95,12.93,9.7,240,22,5,?
ALFA ROMEO,GIULIETTA,HATCHBACK 5PTS 1.8L 4CIL 235HP MAN TURBO,2013,MAN,Gasolina,4,235,1.8,AUTOS DEPORTIVOS,9.17,16.95,12.93,9.7,240,22,5,?
PORSCHE,BOXSTER,BOXSTER 2PTS 2.7L 6CIL 265HP PDK,2014,PDK,Gasolina,6,265,2.7,AUTOS DEPORTIVOS,9.17,16.12,11.38,8.53,273,15,4,8
CHEVROLET,CORVETTE,2PTS 6.2L 8CIL 455HP MAN,2014,MAN,Gasolina,8,455,6.2,AUTOS DEPORTIVOS,9.14,17.04,11.55,8.66,269,12,4,9
CHEVROLET,CORVETTE,COUPE 2PTS 6.2L 8CIL 455HP MAN,2015,MAN,Gasolina,8,455,6.2,AUTOS DEPORTIVOS,9.14,17.04,11.55,8.66,269,12,4,9
CHEVROLET,CORVETTE,COUPE 2PTS 6.2L 8CIL 455HP MAN,2015,MAN,Gasolina,8,455,6.2,AUTOS DEPORTIVOS,9.14,17.04,11.55,8.66,269,12,4,9
PORSCHE,911,TARGA 4S 2PTS 3.8L 6CIL 400HP MAN INTEGRAL,2016,MAN,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,9.1,15.1,11.08,8.31,281,37,4,6
PORSCHE,911,CARRERA 2S 2PTS 3.8L 6CIL 400HP MAN,2016,MAN,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,9.06,15.11,11.05,8.29,281,37,4,6
PORSCHE,911,CARRERA 4S 2PTS 3.8L 6CIL 400HP MAN INTEGRAL,2016,MAN,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,9.06,15.11,11.05,8.29,281,37,4,6
NISSAN,370Z,COUPE 3PTS 3.7L 6CIL 332HP MAN,2015,MAN,Gasolina,6,332,3.7,AUTOS DEPORTIVOS,9.05,14.59,10.91,8.18,285,12,4,9
NISSAN,370Z,COUPE 3PTS 3.7L 6CIL 332HP AUT,2015,AUT,Gasolina,6,332,3.7,AUTOS DEPORTIVOS,9.05,14.59,10.91,8.18,285,12,4,9
PORSCHE,911,CARRERA 2S COUPÉ 2PTS 3.8L 6CIL 385HP MAN,2011,MAN,Gasolina,6,385,3.8,AUTOS DEPORTIVOS,9.04,11.49,10,7.5,311,6,3,9
PORSCHE,911,CARRERA 2S CABRIOLET 2PTS 3.8L 6CIL 408HP MAN,2011,MAN,Gasolina,6,385,3.8,AUTOS DEPORTIVOS,9.04,11.49,10,7.5,311,6,3,9
PORSCHE,911,CARRERA 2S COUPE 2PTS 3.8L 6CIL 385HP PDK,2011,PDK,Gasolina,6,385,3.8,AUTOS DEPORTIVOS,9.04,11.36,9.96,7.47,312,6,3,9
PORSCHE,911,CARRERA 2S CABRIOLET 2PTS 3.8L 385HP PDK,2011,PDK,Gasolina,6,385,3.8,AUTOS DEPORTIVOS,9.04,11.36,9.96,7.47,312,6,3,9
PORSCHE,911,CARRERA 4S COUPÉ 2PTS 3.8L 6CIL 385HP MAN,2011,MAN,Gasolina,6,385,3.8,AUTOS DEPORTIVOS,9.04,11.24,9.91,7.44,314,6,3,9
PORSCHE,911,CARRERA 4S CABRIOLET 2PTS 3.8L 6CIL 385HP MAN,2011,MAN,Gasolina,6,385,3.8,AUTOS DEPORTIVOS,9.04,11.24,9.91,7.44,314,6,3,9
PORSCHE,911,CARRERA 4S COUPÉ 2PTS 3.8L 6CIL 385HP PDK,2011,PDK,Gasolina,6,385,3.8,AUTOS DEPORTIVOS,9.04,11.11,9.87,7.4,315,6,3,9
PORSCHE,911,CARRERA 4S CABRIOLET 2PTS 3.8L 6CIL 385HP PDK,2011,PDK,Gasolina,6,385,3.8,AUTOS DEPORTIVOS,9.04,11.11,9.87,7.4,315,6,3,9
PORSCHE,911,CARRERA 2S CABRIOLET 2PTS 3.8L 6CIL 400HP MAN,2012,MAN,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,9.04,11.49,10,7.5,311,6,3,9
PORSCHE,911,CARRERA 2S CABRIOLET 3.8L 6CIL 400HP PDK,2012,PDK,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,9.04,11.36,9.96,7.47,312,6,3,9
PORSCHE,911,CARRERA 2S COUPE 2PTS 3.8L 6CIL 400HP MAN,2012,MAN,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,9.04,11.49,10,7.5,311,6,3,9
PORSCHE,911,CARRERA 2S COUPE 3.8L 6CIL 400HP PDK,2012,PDK,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,9.04,11.36,9.96,7.47,312,6,3,9
PORSCHE,911,CARRERA 4S CABRIOLET 4X4 2PTS 3.8L 6CIL 408HP MAN,2012,MAN,Gasolina,6,408,3.8,AUTOS DEPORTIVOS,9.04,11.24,9.91,7.44,314,6,3,9
PORSCHE,911,CARRERA 4S CABRIOLET 4X4 2PTS 3.8L 6CIL 408HP PDK,2012,PDK,Gasolina,6,408,3.8,AUTOS DEPORTIVOS,9.04,11.11,9.87,7.4,315,6,3,9
PORSCHE,911,CARRERA 4S COUPE 4X4 2PTS 3.8L 6CIL 408HP MAN,2012,MAN,Gasolina,6,408,3.8,AUTOS DEPORTIVOS,9.04,11.24,9.91,7.44,314,6,3,9
PORSCHE,911,CARRERA 4S COUPE 4X4 2PTS 3.8L 6CIL 408HP PDK,2012,PDK,Gasolina,6,408,3.8,AUTOS DEPORTIVOS,9.04,11.11,9.87,7.4,315,6,3,9
VW,GOLF,GTI 35 3PTS 2.0L 4CIL 235HP MAN FSI TURBO,2012,MAN,Gasolina,4,235,2,AUTOS DEPORTIVOS,9,15.16,11.01,8.26,282,26,4,6
PORSCHE,911,CABRIOLET 2PTAS 3.0L 6CIL 420HP MAN T,2017,MAN,Gasolina,6,420,3,AUTOS DEPORTIVOS,9,15.8,11.16,8.37,279,19,4,7
PORSCHE,911,CABRIOLET 2 PTAS 3.0L 6CIL 420HP MAN TRACCION INTEGRAL,2017,MAN,Gasolina,6,420,3,AUTOS DEPORTIVOS,9,15.8,11.16,8.37,279,19,4,7
PORSCHE,911,CABRIOLET 2PTAS 3.8L 6CIL 580HP PDK TRACCION INTEGRAL,2017,PDK,Gasolina,6,580,3.8,AUTOS DEPORTIVOS,9,14.1,10.75,8.06,289,33,3,6
PORSCHE,911,CARRERA 4S 2PTAS 3.0L 6CIL 420HP MAN TRACCION INTEGRAL,2017,MAN,Gasolina,6,420,3,AUTOS DEPORTIVOS,9,15.8,11.16,8.37,279,19,4,7
PORSCHE,911,CARRERA S 2PTAS 3.0L 6CIL 420HP MAN,2017,MAN,Gasolina,6,420,3,AUTOS DEPORTIVOS,9,15.8,11.16,8.37,279,19,4,7
PORSCHE,911,TARGA 4S 2PTAS 3.0L 6CIL 420HP MAN TRACCION INTEGRAL,2017,MAN,Gasolina,6,420,3,AUTOS DEPORTIVOS,9,15.8,11.16,8.37,279,19,4,7
PORSCHE,911,TURBO 2PTAS 3.8L 6CIL 580HP PDK TRACCION INTEGRAL,2017,PDK,Gasolina,6,580,3.8,AUTOS DEPORTIVOS,9,14.1,10.75,8.06,289,33,3,6
PORSCHE,911,CABRIOLET/ TARGA 4 2PTS 3.4L 6CIL 350HP MAN INTEGRAL,2016,MAN,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,9,15.3,11.05,8.29,281,12,4,9
PORSCHE,911,CABRIOLET 2PTAS 3.0L 6CIL 420HP MAN T,2016,MAN,Gasolina,6,420,3,AUTOS DEPORTIVOS,9,15.8,11.16,8.37,279,19,4,7
PORSCHE,911,CABRIOLET 2 PTAS 3.0L 6CIL 420HP MAN TRACCION INTEGRAL,2016,MAN,Gasolina,6,420,3,AUTOS DEPORTIVOS,9,15.8,11.16,8.37,279,19,4,7
PORSCHE,911,CABRIOLET 2PTAS 3.8L 6CIL 580HP PDK TRACCION INTEGRAL,2016,PDK,Gasolina,6,580,3.8,AUTOS DEPORTIVOS,9,14.1,10.75,8.06,289,33,3,6
PORSCHE,911,CARRERA 4S 2PTAS 3.0L 6CIL 420HP MAN TRACCION INTEGRAL,2016,MAN,Gasolina,6,420,3,AUTOS DEPORTIVOS,9,15.8,11.16,8.37,279,19,4,7
PORSCHE,911,CARRERA S 2PTAS 3.0L 6CIL 420HP MAN,2016,MAN,Gasolina,6,420,3,AUTOS DEPORTIVOS,9,15.8,11.16,8.37,279,19,4,7
PORSCHE,911,TARGA 4S 2PTAS 3.0L 6CIL 420HP MAN TRACCION INTEGRAL,2016,MAN,Gasolina,6,420,3,AUTOS DEPORTIVOS,9,15.8,11.16,8.37,279,19,4,7
PORSCHE,911,TURBO 2PTAS 3.8L 6CIL 580HP PDK TRACCION INTEGRAL,2016,PDK,Gasolina,6,580,3.8,AUTOS DEPORTIVOS,9,14.1,10.75,8.06,289,33,3,6
CHEVROLET,CAMARO,LT COUPE 2PTS 3.6L 6CIL 312HP MAN,2014,MAN,Gasolina,6,312,3.6,AUTOS DEPORTIVOS,8.93,16.58,11.27,8.45,276,6,4,9
CHEVROLET,CAMARO,COUPE 2PTS 3.6L 6CIL 323HP AUT,2015,AUT,Gasolina,6,323,3.6,AUTOS DEPORTIVOS,8.93,16.58,11.27,8.45,276,6,4,9
PORSCHE,911,CARRERA S COUPE 2PTS 3.8L 6CIL 400HP MAN,2015,MAN,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,8.9,14.9,10.87,8.15,286,37,4,6
PORSCHE,911,CARRERA 4S COUPE 2PTS 3.8L 6CIL 400HP MAN TRACCIÓN INTEGRAL,2015,MAN,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,8.9,14.9,10.87,8.15,286,37,4,6
PORSCHE,911,TARGA 4 2PTS 3.4L 6CIL 350HP MAN TRACCIÓN INTEGRAL,2015,MAN,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,8.9,15.1,10.92,8.19,285,12,4,9
PORSCHE,911,TARGA 4S 2PTS 3.8L 6CIL 400HP MAN TRACCIÓN INTEGRAL,2015,MAN,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,8.9,14.9,10.87,8.15,286,37,4,6
PORSCHE,911,COUPE 2PTAS 3.4L 6CIL 350HP MAN INTEGRAL,2017,MAN,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,8.9,15.1,10.92,8.19,285,12,4,9
PORSCHE,911,CABRIOLET 4 GTS 2PTAS 3.8L 6CIL 430HP MAN TRACCION INTEGRAL,2017,MAN,Gasolina,6,430,3.8,AUTOS DEPORTIVOS,8.9,14.9,10.87,8.15,286,37,4,6
PORSCHE,911,CABRIOLET 4 2PTAS 3.4L 6CIL 350HP MAN INTEGRAL TURBO,2017,MAN,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,8.9,15.1,10.92,8.19,285,12,4,9
PORSCHE,911,CARRERA 2S CABRIOLET 2PTAS 3.8L 6CIL 400HP MAN,2017,MAN,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,8.9,14.9,10.87,8.15,286,37,4,6
PORSCHE,911,CARRERA 4 GTS 2PTAS 3.8L 6CIL 430HP MAN TRACCION INTEGRAL,2017,MAN,Gasolina,6,430,3.8,AUTOS DEPORTIVOS,8.9,14.9,10.87,8.15,286,37,4,6
PORSCHE,911,CARRERA 4S 2 PTAS 3.8L 6 CIL 400HP MAN INTEGRAL,2017,MAN,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,8.9,14.9,10.87,8.15,286,37,4,6
PORSCHE,911,CARRERA GTS 2PTAS 3.8L 6CIL 430HP MAN,2017,MAN,Gasolina,6,430,3.8,AUTOS DEPORTIVOS,8.9,14.9,10.87,8.15,286,37,4,6
PORSCHE,911,GTS CABRIOLET 2PTAS 3.8L 6CIL 430HP MAN,2017,MAN,Gasolina,6,430,3.8,AUTOS DEPORTIVOS,8.9,14.9,10.87,8.15,286,37,4,6
PORSCHE,911,TARGA 4 2PTAS 3.4L 6CIL 350HP MAN INTEGRAL,2017,MAN,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,8.9,15.1,10.92,8.19,285,12,4,9
PORSCHE,911,TARGA 4S 2PTAS 3.8L 6 CIL 400HP MAN INTEGRAL,2017,MAN,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,8.9,14.9,10.87,8.15,286,37,4,6
PORSCHE,911,TARGA GTS 2PTAS 3.8L 6CIL 430HP MAN TRACCION INTEGRAL,2017,MAN,Gasolina,6,430,3.8,AUTOS DEPORTIVOS,8.9,14.9,10.87,8.15,286,37,4,6
PORSCHE,911,COUPE 2PTAS 3.4L 6CIL 350HP MAN INTEGRAL,2016,MAN,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,8.9,15.1,10.92,8.19,285,12,4,9
PORSCHE,911,CABRIOLET 4 GTS 2PTAS 3.8L 6CIL 430HP MAN TRACCION INTEGRAL,2016,MAN,Gasolina,6,430,3.8,AUTOS DEPORTIVOS,8.9,14.9,10.87,8.15,286,37,4,6
PORSCHE,911,CARRERA 4 GTS 2PTAS 3.8L 6CIL 430 HP MAN TRACCION INTEGRAL,2016,MAN,Gasolina,6,430,3.8,AUTOS DEPORTIVOS,8.9,14.9,10.87,8.15,286,37,4,6
PORSCHE,911,CARRERA GTS 2PTAS 3.8L 6CIL 430HP MAN,2016,MAN,Gasolina,6,430,3.8,AUTOS DEPORTIVOS,8.9,14.9,10.87,8.15,286,37,4,6
PORSCHE,911,GTS CABRIOLET 2PTAS 3.8L 6CIL 430HP MAN,2016,MAN,Gasolina,6,430,3.8,AUTOS DEPORTIVOS,8.9,14.9,10.87,8.15,286,37,4,6
PORSCHE,911,TARGA GTS 2PTAS 3.8L 6CIL 430HP MAN TRACCION INTEGRAL,2016,MAN,Gasolina,6,430,3.8,AUTOS DEPORTIVOS,8.9,14.9,10.87,8.15,286,37,4,6
PORSCHE,911,CARRERA COUPE 2PTS 3.4L 6CIL 350HP PDK,2014,PDK,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,8.85,15.15,10.89,8.17,286,10,4,9
PORSCHE,BOXSTER,BOXSTER S 2PTS 3.4L 6CIL 315HP PDK,2014,PDK,Gasolina,6,315,3.4,AUTOS DEPORTIVOS,8.77,15.87,10.98,8.24,283,11,4,9
CHEVROLET,CAMARO,COUPE 2PTS 6.2L 8CIL 455HP,2016,AUT,Gasolina,8,455,6.2,AUTOS DEPORTIVOS,8.76,16.66,11.13,8.35,279,6,4,9
CHEVROLET,CAMARO,SS-8 COUPE 2PTAS 6.2L 8CIL 455HP AUT,2017,AUT,Gasolina,8,455,6.2,AUTOS DEPORTIVOS,8.76,16.66,11.13,8.35,279,4,4,9
CHEVROLET,CAMARO,SS 2PTAS 6.2L 8CIL 455HP AUT,2018,AUT,Gasolina,8,455,6.2,AUTOS DEPORTIVOS,8.76,16.66,11.13,8.35,279,4,4,9
ACURA,TL,SHAWD 4WD 3.7L 6CIL 305HP AUT,2011,AUT,Gasolina,6,305,3.7,AUTOS DEPORTIVOS,8.7,14,10.49,7.86,296,11,3,9
PORSCHE,911,CARRERA CABRIOLET 2PTS 3.4L 6CIL 350HP PDK,2014,PDK,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,8.7,14.93,10.71,8.03,290,10,3,9
PORSCHE,911,TARGA 4 2PTAS 3.0L 6CIL 370HP MAN TRACCION INTEGRAL,2017,MAN,Gasolina,6,370,3,AUTOS DEPORTIVOS,8.7,15.4,10.82,8.11,287,13,4,8
PORSCHE,911,TARGA 4 2PTAS 3.0L 6CIL 370HP MAN TRACCION INTEGRAL,2016,MAN,Gasolina,6,370,3,AUTOS DEPORTIVOS,8.7,15.4,10.82,8.11,287,13,4,8
CHEVROLET,CAMARO,SS COUPE 2PTS 6.2L 8CIL 400HP MAN,2014,MAN,Gasolina,8,400,6.2,AUTOS DEPORTIVOS,8.55,13.52,10.24,7.68,303,12,3,9
PORSCHE,BOXSTER,BOXSTER 2PTS 2.7L 6CIL 265HP MAN,2014,MAN,Gasolina,6,265,2.7,AUTOS DEPORTIVOS,8.47,15.62,10.67,8,291,9,3,9
CHEVROLET,CAMARO,2PTS 6.2L 8CIL 400HP AUT,2011,AUT,Gasolina,8,400,6.2,AUTOS DEPORTIVOS,8.42,14.97,10.48,7.86,297,28,3,6
CHEVROLET,CAMARO,2PTS 6.2L 8CIL 426HP MAN,2011,M6,Gasolina,8,426,6.2,AUTOS DEPORTIVOS,8.42,14.37,10.35,7.76,300,28,3,6
CHEVROLET,CAMARO,SS 2PTS 6.2L 8CIL 426HP MAN,2012,MAN,Gasolina,8,426,6.2,AUTOS DEPORTIVOS,8.42,14.37,10.35,7.76,300,28,3,6
CHEVROLET,CAMARO,SS COUPE 2PTS 6.2L 8CIL 400HP AUT,2012,AUT,Gasolina,8,400,6.2,AUTOS DEPORTIVOS,8.42,14.97,10.48,7.86,297,28,3,6
CHEVROLET,CAMARO,SS COUPE 2PTS 6.2L 8CIL 400HP AUT,2013,AUT,Gasolina,8,400,6.2,AUTOS DEPORTIVOS,8.42,14.97,10.48,7.86,297,28,3,6
CHEVROLET,CAMARO,SS COUPE 2PTS 6.2L 8CIL 426HP MAN,2013,MAN,Gasolina,8,426,6.2,AUTOS DEPORTIVOS,8.42,14.37,10.35,7.76,300,28,3,6
FORD,MUSTANG,2PTS 3.7L 6CIL 305HP AUT,2011,AUT,Gasolina,6,305,3.7,AUTOS DEPORTIVOS,8.4,13.8,10.2,7.65,305,7,3,9
FORD,MUSTANG,2PTS 3.7L 6CIL 305HP AUT,2012,AUT,Gasolina,6,305,3.7,AUTOS DEPORTIVOS,8.4,13.8,10.2,7.65,305,7,3,9
VW,GOLF,GTI 35 3PTS 2.0L 4CIL 235HP DSG FSI TURBO,2012,DSG,Gasolina,4,235,2,AUTOS DEPORTIVOS,8.4,14.7,10.41,7.81,299,26,3,6
FORD,MUSTANG,2PTS 3.7L 6CIL 305HP AUT,2013,AUT,Gasolina,6,305,3.7,AUTOS DEPORTIVOS,8.4,13.8,10.2,7.65,305,7,3,9
PORSCHE,911,GT3 RS 2PTAS 4.0L 6CIL 500HP PDK,2017,PDK,Gasolina,6,500,4,AUTOS DEPORTIVOS,8.4,12.8,9.94,7.45,313,11,3,9
PORSCHE,911,GT3 RS 2PTAS 4.0L 6CIL 500HP PDK,2016,PDK,Gasolina,6,500,4,AUTOS DEPORTIVOS,8.4,12.8,9.94,7.45,313,11,3,9
CHEVROLET,CAMARO,COUPE 2PTS 6.2L 8CIL 426HP MAN,2015,MAN,Gasolina,8,426,6.2,AUTOS DEPORTIVOS,8.38,14.28,10.29,7.72,302,12,3,9
FORD,MUSTANG,COUPE 2PTS 3.7L 6CIL 300HP MAN,2015,MAN,Gasolina,6,300,3.7,AUTOS DEPORTIVOS,8.37,14.68,11.73,8.8,265,30,4,?
CHEVROLET,CAMARO,SS COUPE 2PTS 6.2L 8CIL 426HP AUT,2014,AUT,Gasolina,8,426,6.2,AUTOS DEPORTIVOS,8.37,14.28,10.29,7.71,302,12,3,9
CHEVROLET,CORVETTE,2PTS 6.2L 8CIL 455HP AUT,2014,AUT,Gasolina,8,455,6.2,AUTOS DEPORTIVOS,8.33,16.54,10.73,8.04,290,12,3,9
CHEVROLET,CORVETTE,COUPE 2PTS 6.2L 8CIL 455HP AUT,2015,AUT,Gasolina,8,455,6.2,AUTOS DEPORTIVOS,8.33,18.54,11.07,8.31,281,12,4,9
MITSUBISHI,ECLIPSE,COUPE GT 2PTS 3.8L 6CIL 260HP AUT,2011,S TRONIC,Gasolina,6,260,3.8,AUTOS DEPORTIVOS,8.31,13.63,10.08,7.56,308,3,3,9
MITSUBISHI,ECLIPSE,2PTS 3.8L 6CIL 260HP MAN,2012,AUT,Gasolina,6,260,3.8,AUTOS DEPORTIVOS,8.31,13.63,10.08,7.56,308,3,3,9
PORSCHE,911,CARRERA S COUPE 2PTS 3.8L 6CIL 400HP PDK,2014,PDK,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,8.26,14.93,10.34,7.75,301,9,3,9
FORD,MUSTANG,GT 2PTS 5.0L 8CIL 435HP MAN,2016,MAN,Gasolina,8,435,5,AUTOS DEPORTIVOS,8.22,15.14,11.7,8.77,266,12,4,9
FORD,MUSTANG,SHELBY GT 500 2PTS 5.8L 8CIL 650HP MAN,2014,MAN,Gasolina,8,650,5.8,AUTOS DEPORTIVOS,8.22,14.5,10.21,7.66,305,18,3,8
FORD,MUSTANG,GT 2PTS 5.0L 8CIL 412HP MAN,2014,MAN,Gasolina,8,412,5,AUTOS DEPORTIVOS,8.2,15.12,10.33,7.75,301,33,3,6
DODGE,CHALLENGER,R/T 2PTS 5.7L 8CIL 372HP AUT,2011,AUT,Gasolina,8,372,5.7,AUTOS DEPORTIVOS,8.2,14.66,10.23,7.67,304,15,3,8
PORSCHE,911,CARRERA S CABRIOLET 2PTS 3.8L 6CIL 400HP PDK,2014,PDK,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,8.2,14.49,10.19,7.64,305,9,3,9
MITSUBISHI,ECLIPSE,2PTS 3.8L 6CIL 260HP MAN,2011,MAN,Gasolina,6,260,3.8,AUTOS DEPORTIVOS,8.11,11.77,9.43,7.07,330,3,2,9
FORD,MUSTANG,ST 2PTS 3.7L 6CIL 305HP MAN,2012,MAN,Gasolina,6,305,3.7,AUTOS DEPORTIVOS,8.1,12.3,10.9,8.17,285,18,4,?
FORD,MUSTANG,ST 2PTS 3.7L 6CIL 305HP MAN,2013,MAN,Gasolina,6,305,3.7,AUTOS DEPORTIVOS,8.1,12.3,10.9,8.17,285,18,4,?
PORSCHE,911,CARRERA 4S COUPE 4X4 2PTS 3.8L 6CIL 400HP PDK,2014,PDK,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,8.06,14.28,10.03,7.52,310,9,3,9
PORSCHE,911,CARRERA COUPE 2PTS 3.4L 6CIL 350HP MAN,2014,MAN,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,8.06,14.29,10.03,7.52,310,10,3,9
CHEVROLET,CORVETTE,2PTS 6.2L 8CIL 430HP AUT,2011,AUT,Gasolina,8,430,6.2,AUTOS DEPORTIVOS,8.01,14.69,10.07,7.55,309,13,3,8
CHEVROLET,CORVETTE,COUPE 2PTS 6.2L 8CIL 430HP AUT,2012,AUT,Gasolina,8,430,6.2,AUTOS DEPORTIVOS,8.01,14.69,10.07,7.55,309,13,3,8
CHEVROLET,CORVETTE,2PTS 6.2L 8CIL 430HP AUT,2013,AUT,Gasolina,8,430,6.2,AUTOS DEPORTIVOS,8.01,14.69,10.07,7.55,309,13,3,8
PORSCHE,911,CARRERA 4S CABRIOLET 4X4 2PTS 3.8L 6CIL 400HP PDK,2014,PDK,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,8,14.08,9.93,7.45,313,9,3,9
FORD,MUSTANG,GT CONVERTIBLE 2PTAS 5.0L 8CIL 420HP AUT,2016,AUT,Gasolina,8,420,5,AUTOS DEPORTIVOS,8,13.34,9.76,7.32,319,20,3,7
PORSCHE,911,CARRERA 2S COUPE 2PTS 3.8L 6CIL 400HP MAN,2013,MAN,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,7.99,13.35,9.75,7.31,319,29,3,6
PORSCHE,911,CARRERA 2S CABRIOLET 2PTS 3.8L 6CIL 400HP MAN,2013,MAN,Gasolina,6,400,3.8,AUTOS DEPORTIVOS,7.99,13.35,9.75,7.31,319,29,3,6
PORSCHE,911,CARRERA 4S COUPE 4X4 2PTS 3.8L 6CIL 408HP MAN,2013,MAN,Gasolina,6,408,3.8,AUTOS DEPORTIVOS,7.99,13.35,9.75,7.31,319,29,3,6
PORSCHE,911,CARRERA 4S CABRIOLET 4X4 2PTS 3.8L 6CIL 408HP MAN,2013,MAN,Gasolina,6,408,3.8,AUTOS DEPORTIVOS,7.99,13.35,9.75,7.31,319,29,3,6
DODGE,CHALLENGER,SXT 2PTS 3.6L 6CIL 305HP AUT,2014,AUT,Gasolina,6,305,3.6,AUTOS DEPORTIVOS,7.94,14,9.86,7.4,315,12,3,9
DODGE,CHALLENGER,BLACKLINE 2PTS 3.6L 6CIL 305HP AUT,2015,AUT,Gasolina,6,305,3.6,AUTOS DEPORTIVOS,7.9,14,11.16,8.37,279,12,4,9
FORD,MUSTANG,SHELBY GT350 2PTS 5.2L 8CIL 526HP MAN,2016,MAN,Gasolina,8,526,5.2,AUTOS DEPORTIVOS,7.9,13.4,9.69,7.27,321,7,3,9
PORSCHE,911,CARRERA CABRIOLET 2PTS 3.4L 6CIL 350HP MAN,2014,MAN,Gasolina,6,350,3.4,AUTOS DEPORTIVOS,7.87,13.89,9.78,7.33,318,10,3,9
PORSCHE,BOXSTER,BOXSTER S 2PTS 3.4L 6CIL 315HP MAN,2014,MAN,Gasolina,6,315,3.4,AUTOS DEPORTIVOS,7.87,14.08,9.82,7.36,317,7,3,9
FORD,MUSTANG,GT V8 COUPE 2PTAS 5.0L 8CIL 435HP MAN,2017,MAN,Gasolina,8,435,5,AUTOS DEPORTIVOS,7.85,15.08,10.01,7.51,311,12,3,9
FORD,MUSTANG,2PTS 5.0L 8CIL 412HP MAN,2011,M6,Gasolina,8,412,5,AUTOS DEPORTIVOS,7.8,12.9,9.49,7.12,328,33,2,6
FORD,MUSTANG,2PTS 5.0L 8CIL 412HP AUT,2011,AUT,Gasolina,8,412,5,AUTOS DEPORTIVOS,7.8,12.9,9.49,7.12,328,33,2,6
